address,state,measure,cmap,zoom,stroke_width,time_start,time_end,measurement_value,time_resolution,width,height,dpi,bleed,border,mat_color,colorspace,prefix,geo_range,flag,lat_min,lat_max,lon_min,lon_max,aspect,shape,lat_min_zoom,lat_max_zoom,lon_min_zoom,lon_max_zoom
"Iowa, United States of America",IA,tcdc,coolwarm_r,8,0.25,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,noborder_18x24,"40.3755,43.501,-96.6394,-90.1404",skip,40.3755,43.501,-96.6394,-90.1404,2.079347304,Rectangular,41.68825,42.18825,-93.6399,-93.1399
"Massachusetts, United States of America",MA,tcdc,gist_stern_r,8,0.25,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,noborder_18x24,"41.2381,42.8868,-73.5081,-69.9282",skip,41.2381,42.8868,-73.5081,-69.9282,2.171347122,Rectangular,41.81245,42.31245,-71.96815,-71.46815
"South Dakota, United States of America",SD,tcdc,gist_yarg,8,0.25,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,noborder_18x24,"42.4796,45.9455,-104.0577,-96.4364",skip,42.4796,45.9455,-104.0577,-96.4364,2.198938227,Rectangular,43.96255,44.46255,-100.49705,-99.99705
"Washington, United States of America",WA,tcdc,Blues,8,0.25,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,noborder_18x24,"45.5437,49.0049,-124.7494,-116.9161",skip,45.5437,49.0049,-124.7494,-116.9161,2.263174622,Rectangular,47.0243,47.5243,-121.08275,-120.58275
"Pennsylvania, United States of America",PA,tcdc,gist_heat_r,8,0.25,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,noborder_18x24,"39.7199,42.2695,-80.5195,-74.6896",skip,39.7199,42.2695,-80.5195,-74.6896,2.286593976,Rectangular,40.7447,41.2447,-77.85455,-77.35455
"Alaska, United States of America",AK,tcdc,gist_stern_r,8,0.25,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,noborder_18x24,"51.2097,71.441,-179.1505,-129.9795",skip,51.2097,71.441,-179.1505,-129.9795,2.430441939,Rectangular,61.07535,61.57535,-154.815,-154.315
"North Dakota, United States of America",ND,tcdc,coolwarm_r,8,0.25,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,noborder_18x24,"45.935,49.0007,-104.0489,-96.5548",skip,45.935,49.0007,-104.0489,-96.5548,2.444498809,Rectangular,47.21785,47.71785,-100.55185,-100.05185
"Maryland, United States of America",MD,tcdc,gist_ncar,8,0.25,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,noborder_18x24,"37.912,39.7231,-79.4872,-75.0492",skip,37.912,39.7231,-79.4872,-75.0492,2.450444481,Rectangular,38.56755,39.06755,-77.5182,-77.0182
"Kansas, United States of America",KS,tcdc,copper_r,8,0.25,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,noborder_18x24,"36.9929,40.0033,-102.0518,-94.5886",skip,36.9929,40.0033,-102.0518,-94.5886,2.479138985,Rectangular,38.2481,38.7481,-98.5702,-98.0702
"Oklahoma, United States of America",OK,tcdc,flag,8,0.25,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,noborder_18x24,"33.616,37.0023,-103.0026,-94.4314",skip,33.616,37.0023,-103.0026,-94.4314,2.531140183,Rectangular,35.05915,35.55915,-98.967,-98.467
"Montana, United States of America",MT,tcdc,YlGnBu,8,0.25,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,noborder_18x24,"44.3579,49.0011,-116.0496,-104.0395",skip,44.3579,49.0011,-116.0496,-104.0395,2.586599759,Rectangular,46.4295,46.9295,-110.29455,-109.79455
"Kentucky, United States of America",KY,tcdc,flag,8,0.25,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,noborder_18x24,"36.4968,39.1481,-89.4168,-81.965",skip,36.4968,39.1481,-89.4168,-81.965,2.810621205,Rectangular,37.57245,38.07245,-85.9409,-85.4409
"Virginia, United States of America",VA,tcdc,afmhot,8,0.25,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,noborder_18x24,"36.5408,39.4659,-83.6752,-75.2418",skip,36.5408,39.4659,-83.6752,-75.2418,2.883115107,Rectangular,37.75335,38.25335,-79.7085,-79.2085
"Nebraska, United States of America",NE,tcdc,afmhot,8,0.25,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,noborder_18x24,"39.9999,43.0017,-104.0537,-95.3082",skip,39.9999,43.0017,-104.0537,-95.3082,2.913418615,Rectangular,41.2508,41.7508,-99.93095,-99.43095
"North Carolina, United States of America",NC,tcdc,cool_r,8,0.25,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,noborder_18x24,"33.8401,36.5883,-84.3217,-75.4604",skip,33.8401,36.5883,-84.3217,-75.4604,3.224401426,Rectangular,34.9642,35.4642,-80.14105,-79.64105
"Tennessee, United States of America",TN,tcdc,Greys,8,0.25,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,noborder_18x24,"34.9832,36.6783,-90.3105,-81.6469",skip,34.9832,36.6783,-90.3105,-81.6469,5.110966905,Rectangular,35.58075,36.08075,-86.2287,-85.7287
"Delaware, United States of America",DE,tcdc,afmhot,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"38.89525,39.39525,-75.66875,-75.16875",,38.451,39.8395,-75.7886,-75.0489,0.532733165,Rectangular,38.89525,39.39525,-75.66875,-75.16875
"New Jersey, United States of America",NJ,tcdc,BuGn_r,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"39.89325,40.39325,-74.97675,-74.47675",,38.9289,41.3576,-75.5598,-73.8937,0.686004859,Rectangular,39.89325,40.39325,-74.97675,-74.47675
"New Hampshire, United States of America",NH,tcdc,BrBG,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"43.7512,44.2512,-71.88295,-71.38295",,42.6971,45.3053,-72.5573,-70.7086,0.708803006,Rectangular,43.7512,44.2512,-71.88295,-71.38295
"Illinois, United States of America",IL,tcdc,CMRmap,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"39.48925,39.98925,-89.75405,-89.25405",,36.9701,42.5084,-91.5129,-87.4952,0.725439214,Rectangular,39.48925,39.98925,-89.75405,-89.25405
"Mississippi, United States of America",MS,tcdc,ocean_r,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"32.33505,32.83505,-90.12375,-89.62375",,30.1739,34.9962,-91.6499,-88.0976,0.736640192,Rectangular,32.33505,32.83505,-90.12375,-89.62375
"Alabama, United States of America",AL,tcdc,gist_ncar,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"32.351,32.851,-86.93075,-86.43075",,30.1941,35.0079,-88.4731,-84.8884,0.744671569,Rectangular,32.351,32.851,-86.93075,-86.43075
"Indiana, United States of America",IN,tcdc,cool_r,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"39.5162,40.0162,-86.69105,-86.19105",,37.7717,41.7607,-88.0975,-84.7846,0.830508899,Rectangular,39.5162,40.0162,-86.69105,-86.19105
"Nevada, United States of America",NV,tcdc,Blues,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"38.25205,38.75205,-117.2726,-116.7726",,35.0023,42.0018,-120.0058,-114.0394,0.852403743,Rectangular,38.25205,38.75205,-117.2726,-116.7726
"Vermont, United States of America",VT,tcdc,YlGnBu,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"43.62165,44.12165,-72.70165,-72.20165",,42.7268,45.0165,-73.4382,-71.4651,0.861728611,Rectangular,43.62165,44.12165,-72.70165,-72.20165
"Rhode Island, United States of America",RI,tcdc,gist_ncar,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"41.3326,41.8326,-71.7536,-71.2536",,41.1461,42.0191,-71.8865,-71.1207,0.87720504,Rectangular,41.3326,41.8326,-71.7536,-71.2536
"Idaho, United States of America",ID,tcdc,BuPu_r,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"45.24445,45.74445,-114.39325,-113.89325",,41.988,49.0009,-117.2431,-111.0434,0.884042265,Rectangular,45.24445,45.74445,-114.39325,-113.89325
"Maine, United States of America",ME,tcdc,gist_heat_r,8,1,19790101,20090101,tcdc,monthly,11,14,225,0,0,#000000,cmyk,detail_11x14,"45.0123,45.5123,-69.26245,-68.76245",,43.0648,47.4598,-71.0843,-66.9406,0.942821388,Square,45.0123,45.5123,-69.26245,-68.76245
"Utah, United States of America",UT,tcdc,winter_r,8,1,19790101,20090101,tcdc,monthly,11,14,225,0,0,#000000,cmyk,detail_11x14,"39.24975,39.74975,-111.7973,-111.2973",,36.9978,42.0017,-114.0531,-109.0415,1.0015388,Square,39.24975,39.74975,-111.7973,-111.2973
"Arizona, United States of America",AZ,tcdc,gist_yarg,8,1,19790101,20090101,tcdc,monthly,11,14,225,0,0,#000000,cmyk,detail_11x14,"33.91785,34.41785,-112.1807,-111.6807",,31.332,37.0037,-114.8164,-109.045,1.017578504,Square,33.91785,34.41785,-112.1807,-111.6807
"Georgia, United States of America",GA,tcdc,BrBG,8,1,19790101,20090101,tcdc,monthly,11,14,225,0,0,#000000,cmyk,detail_11x14,"32.42825,32.92825,-83.47295,-82.97295",,30.3556,35.0009,-85.6052,-80.8407,1.025660345,Square,32.42825,32.92825,-83.47295,-82.97295
"New Mexico, United States of America",NM,tcdc,BuPu_r,8,1,19790101,20090101,tcdc,monthly,11,14,225,0,0,#000000,cmyk,detail_11x14,"33.91615,34.41615,-106.2761,-105.7761",,31.3321,37.0002,-109.0502,-103.002,1.067059508,Square,33.91615,34.41615,-106.2761,-105.7761
"California, United States of America",CA,tcdc,ocean_r,8,1,19790101,20090101,tcdc,monthly,11,14,225,0,0,#000000,cmyk,detail_11x14,"37.0219,37.5219,-119.5202,-119.0202",,32.5343,42.0095,-124.4096,-114.1308,1.084810875,Square,37.0219,37.5219,-119.5202,-119.0202
"Florida, United States of America",FL,tcdc,Blues,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"27.511,28.011,-84.08275,-83.58275",,24.521,31.001,-87.6348,-80.0307,1.173472222,Rectangular,27.511,28.011,-84.08275,-83.58275
"Ohio, United States of America",OH,tcdc,copper_r,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"39.9403,40.4403,-82.91945,-82.41945",,38.4031,41.9775,-84.8202,-80.5187,1.203418756,Rectangular,39.9403,40.4403,-82.91945,-82.41945
"Michigan, United States of America",MI,tcdc,gist_yarg,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"44.6935,45.1935,-86.66845,-86.16845",,41.696,48.191,-90.4185,-82.4184,1.231732102,Rectangular,44.6935,45.1935,-86.66845,-86.16845
"Texas, United States of America",TX,tcdc,ocean_r,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"30.9189,31.4189,-100.32715,-99.82715",,25.8371,36.5007,-106.646,-93.5083,1.232013579,Rectangular,30.9189,31.4189,-100.32715,-99.82715
"Louisiana, United States of America",LA,tcdc,gist_earth,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"30.7242,31.2242,-91.67995,-91.17995",,28.9287,33.0197,-94.0434,-88.8165,1.277658274,Rectangular,30.7242,31.2242,-91.67995,-91.17995
"Minnesota, United States of America",MN,tcdc,Greys,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"46.1923,46.6923,-93.61585,-93.11585",,43.4993,49.3853,-97.2399,-89.4918,1.316360856,Rectangular,46.1923,46.6923,-93.61585,-93.11585
"Wisconsin, United States of America",WI,tcdc,BuGn_r,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"44.53635,45.03635,-90.09725,-89.59725",,42.4919,47.0808,-92.8893,-86.8052,1.32582972,Rectangular,44.53635,45.03635,-90.09725,-89.59725
"Missouri, United States of America",MO,tcdc,winter_r,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"38.0089,38.5089,-92.68655,-92.18655",,35.9042,40.6136,-95.7744,-89.0987,1.417526649,Rectangular,38.0089,38.5089,-92.68655,-92.18655
"Arkansas, United States of America",AR,tcdc,Greys,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"34.5019,35.0019,-92.38055,-91.88055",,33.0042,36.4996,-94.6192,-89.6419,1.423957201,Rectangular,34.5019,35.0019,-92.38055,-91.88055
"West Virginia, United States of America",WV,tcdc,BrBG,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"38.66975,39.16975,-80.43165,-79.93165",,37.2017,40.6378,-82.6444,-77.7189,1.433456535,Rectangular,38.66975,39.16975,-80.43165,-79.93165
"South Carolina, United States of America",SC,tcdc,gist_stern_r,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"33.37645,33.87645,-81.1974,-80.6974",,32.0374,35.2155,-83.3539,-78.5409,1.514426859,Rectangular,33.37645,33.87645,-81.1974,-80.6974
"Hawaii, United States of America",HI,tcdc,BuGn_r,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"20.32365,20.82365,-157.77685,-157.27685",,18.9117,22.2356,-160.2471,-154.8066,1.636782093,Rectangular,20.32365,20.82365,-157.77685,-157.27685
"Wyoming, United States of America",WY,tcdc,BuPu_r,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"42.7503,43.2503,-107.80405,-107.30405",,40.9946,45.006,-111.0563,-104.0518,1.746148477,Rectangular,42.7503,43.2503,-107.80405,-107.30405
"Colorado, United States of America",CO,tcdc,winter_r,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"38.7479,39.2479,-105.80095,-105.30095",,36.9923,41.0035,-109.0604,-102.0415,1.749825489,Rectangular,38.7479,39.2479,-105.80095,-105.30095
"New York, United States of America",NY,tcdc,CMRmap,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"42.5044,43.0044,-76.0591,-75.5591",,40.496,45.0128,-79.762,-71.8562,1.750309954,Rectangular,42.5044,43.0044,-76.0591,-75.5591
"Connecticut, United States of America",CT,tcdc,YlGnBu,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"41.26545,41.76545,-73.00755,-72.50755",,40.9805,42.0504,-73.7279,-71.7872,1.813907842,Rectangular,41.26545,41.76545,-73.00755,-72.50755
"Oregon, United States of America",OR,tcdc,gist_earth,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"43.8929,44.3929,-120.76485,-120.26485",,41.992,46.2938,-124.5664,-116.4633,1.883653354,Rectangular,43.8929,44.3929,-120.76485,-120.26485
"Iowa, United States of America",IA,tcdc,coolwarm_r,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"41.68825,42.18825,-93.6399,-93.1399",,40.3755,43.501,-96.6394,-90.1404,2.079347304,Rectangular,41.68825,42.18825,-93.6399,-93.1399
"Massachusetts, United States of America",MA,tcdc,gist_stern_r,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"41.81245,42.31245,-71.96815,-71.46815",,41.2381,42.8868,-73.5081,-69.9282,2.171347122,Rectangular,41.81245,42.31245,-71.96815,-71.46815
"South Dakota, United States of America",SD,tcdc,gist_yarg,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"43.96255,44.46255,-100.49705,-99.99705",,42.4796,45.9455,-104.0577,-96.4364,2.198938227,Rectangular,43.96255,44.46255,-100.49705,-99.99705
"Washington, United States of America",WA,tcdc,Blues,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"47.0243,47.5243,-121.08275,-120.58275",,45.5437,49.0049,-124.7494,-116.9161,2.263174622,Rectangular,47.0243,47.5243,-121.08275,-120.58275
"Pennsylvania, United States of America",PA,tcdc,gist_heat_r,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"40.7447,41.2447,-77.85455,-77.35455",,39.7199,42.2695,-80.5195,-74.6896,2.286593976,Rectangular,40.7447,41.2447,-77.85455,-77.35455
"Alaska, United States of America",AK,tcdc,gist_stern_r,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"61.07535,61.57535,-154.815,-154.315",,51.2097,71.441,-179.1505,-129.9795,2.430441939,Rectangular,61.07535,61.57535,-154.815,-154.315
"North Dakota, United States of America",ND,tcdc,coolwarm_r,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"47.21785,47.71785,-100.55185,-100.05185",,45.935,49.0007,-104.0489,-96.5548,2.444498809,Rectangular,47.21785,47.71785,-100.55185,-100.05185
"Maryland, United States of America",MD,tcdc,gist_ncar,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"38.56755,39.06755,-77.5182,-77.0182",,37.912,39.7231,-79.4872,-75.0492,2.450444481,Rectangular,38.56755,39.06755,-77.5182,-77.0182
"Kansas, United States of America",KS,tcdc,copper_r,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"38.2481,38.7481,-98.5702,-98.0702",,36.9929,40.0033,-102.0518,-94.5886,2.479138985,Rectangular,38.2481,38.7481,-98.5702,-98.0702
"Oklahoma, United States of America",OK,tcdc,flag,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"35.05915,35.55915,-98.967,-98.467",,33.616,37.0023,-103.0026,-94.4314,2.531140183,Rectangular,35.05915,35.55915,-98.967,-98.467
"Montana, United States of America",MT,tcdc,YlGnBu,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"46.4295,46.9295,-110.29455,-109.79455",,44.3579,49.0011,-116.0496,-104.0395,2.586599759,Rectangular,46.4295,46.9295,-110.29455,-109.79455
"Kentucky, United States of America",KY,tcdc,flag,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"37.57245,38.07245,-85.9409,-85.4409",,36.4968,39.1481,-89.4168,-81.965,2.810621205,Rectangular,37.57245,38.07245,-85.9409,-85.4409
"Virginia, United States of America",VA,tcdc,afmhot,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"37.75335,38.25335,-79.7085,-79.2085",,36.5408,39.4659,-83.6752,-75.2418,2.883115107,Rectangular,37.75335,38.25335,-79.7085,-79.2085
"Nebraska, United States of America",NE,tcdc,afmhot,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"41.2508,41.7508,-99.93095,-99.43095",,39.9999,43.0017,-104.0537,-95.3082,2.913418615,Rectangular,41.2508,41.7508,-99.93095,-99.43095
"North Carolina, United States of America",NC,tcdc,cool_r,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"34.9642,35.4642,-80.14105,-79.64105",,33.8401,36.5883,-84.3217,-75.4604,3.224401426,Rectangular,34.9642,35.4642,-80.14105,-79.64105
"Tennessee, United States of America",TN,tcdc,Greys,8,1,19790101,20090101,tcdc,monthly,18,24,150,0,0,#000000,cmyk,detail_18x24,"35.58075,36.08075,-86.2287,-85.7287",,34.9832,36.6783,-90.3105,-81.6469,5.110966905,Rectangular,35.58075,36.08075,-86.2287,-85.7287
